#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
1	NC_032089.1	518168	519169	-	3636848	-	CAALFM_C102440CA	XP_721432.2	333	ubiquitin-specific protease
1	NC_032089.1	520056	520586	-	3636849	-	CAALFM_C102450CA	XP_721433.2	176	hypothetical protein CAALFM_C102450CA
1	NC_032089.1	521288	521950	+	3636850	RPL10	CAALFM_C102460WA	XP_721434.1	220	ribosomal 60S subunit protein L10
1	NC_032089.1	522615	523085	+	3636851	-	CAALFM_C102470WA	XP_721435.1	156	hypothetical protein CAALFM_C102470WA
1	NC_032089.1	523976	524734	+	3636852	PMM1	CAALFM_C102480WA	XP_721436.1	252	phosphomannomutase
1	NC_032089.1	524841	526862	-	3636853	-	CAALFM_C102490CA	XP_721437.1	673	hypothetical protein CAALFM_C102490CA
1	NC_032089.1	527100	527726	+	3636795	-	CAALFM_C102500WA	XP_721438.1	208	hypothetical protein CAALFM_C102500WA
1	NC_032089.1	528029	528760	+	3636796	-	CAALFM_C102510WA	XP_721439.1	243	hypothetical protein CAALFM_C102510WA
1	NC_032089.1	530172	531908	+	3636797	SCW4	CAALFM_C102520WA	XP_721440.1	578	Scw4p
1	NC_032089.1	532403	534163	-	3636798	DIP5	CAALFM_C102530CA	XP_721441.2	586	Dip5p
1	NC_032089.1	537385	539079	-	3636801	PUT4	CAALFM_C102570CA	XP_721444.1	564	Put4p
1	NC_032089.1	540001	541512	+	3636802	HNM4	CAALFM_C102580WA	XP_721445.2	503	Hnm4p
1	NC_032089.1	541722	542600	-	3636803	SNZ1	CAALFM_C102590CA	XP_721446.1	292	pyridoxine biosynthesis protein
1	NC_032089.1	544056	544805	+	3636812	SNO1	CAALFM_C102600WA	XP_721447.1	249	putative pyridoxal 5\'-phosphate synthase
1	NC_032089.1	545022	549395	+	3636813	IML1	CAALFM_C102610WA	XP_721448.2	1457	Iml1p
1	NC_032089.1	549494	550573	-	3636815	HOM6	CAALFM_C102620CA	XP_721450.1	359	homoserine dehydrogenase
1	NC_032089.1	550937	552376	-	3636816	EXG2	CAALFM_C102630CA	XP_721451.2	479	glucan exo-1,3-beta-glucosidase
1	NC_032089.1	552858	553373	-	3636817	TOM20	CAALFM_C102640CA	XP_721452.1	171	Tom20p
1	NC_032089.1	553758	554360	+	3636818	-	CAALFM_C102650WA	XP_721453.2	200	hypothetical protein CAALFM_C102650WA
1	NC_032089.1	554577	555404	-	3636820	MGM101	CAALFM_C102660CA	XP_721455.2	275	Mgm101p
1	NC_032089.1	555675	558101	-	3636821	-	CAALFM_C102670CA	XP_721456.2	808	hypothetical protein CAALFM_C102670CA
1	NC_032089.1	558921	561449	-	3636822	-	CAALFM_C102680CA	XP_721457.2	842	hypothetical protein CAALFM_C102680CA
1	NC_032089.1	562357	562659	-	3636823	-	CAALFM_C102690CA	XP_721458.1	100	hypothetical protein CAALFM_C102690CA
1	NC_032089.1	564255	564428	-	30514972	-	CAALFM_C102700CA	XP_019330619.1	57	hypothetical protein CAALFM_C102700CA
1	NC_032089.1	565683	567173	+	3636824	FRS2	CAALFM_C102710WA	XP_721459.2	496	phenylalanine--tRNA ligase subunit alpha
1	NC_032089.1	567442	568635	+	3636825	-	CAALFM_C102720WA	XP_721460.1	397	hypothetical protein CAALFM_C102720WA
1	NC_032089.1	574220	575107	+	3636826	-	CAALFM_C102730WA	XP_721461.1	295	hypothetical protein CAALFM_C102730WA
1	NC_032089.1	575478	576398	-	3636827	-	CAALFM_C102740CA	XP_721462.1	306	hypothetical protein CAALFM_C102740CA
1	NC_032089.1	576658	579045	-	3636828	-	CAALFM_C102750CA	XP_721463.2	795	hypothetical protein CAALFM_C102750CA
1	NC_032089.1	579750	580802	+	3636870	-	CAALFM_C102760WA	XP_721464.1	350	guanine nucleotide exchange factor
1	NC_032089.1	581212	581508	+	30514973	-	CAALFM_C102770WA	XP_019330620.1	63	hypothetical protein CAALFM_C102770WA
1	NC_032089.1	581844	582602	+	3636871	-	CAALFM_C102780WA	XP_721465.1	252	carboxymethylenebutenolidase
1	NC_032089.1	582899	583951	+	3636872	TIF34	CAALFM_C102790WA	XP_721466.1	350	translation initiation factor eIF3 subunit i
1	NC_032089.1	584332	584934	+	3636873	-	CAALFM_C102800WA	XP_721467.2	200	hypothetical protein CAALFM_C102800WA
1	NC_032089.1	585914	588472	+	3636874	RAD16	CAALFM_C102810WA	XP_721468.1	852	DNA repair protein
1	NC_032089.1	588902	593116	+	3636875	LYS2	CAALFM_C102820WA	XP_721469.2	1404	L-aminoadipate-semialdehyde dehydrogenase
1	NC_032089.1	593697	595466	+	3636876	-	CAALFM_C102830WA	XP_721470.2	589	hypothetical protein CAALFM_C102830WA
1	NC_032089.1	598018	599733	+	3636877	PDE2	CAALFM_C102840WA	XP_721471.2	571	3\',5\'-cyclic-nucleotide phosphodiesterase
1	NC_032089.1	600683	602722	+	3636862	-	CAALFM_C102850WA	XP_721472.2	679	hypothetical protein CAALFM_C102850WA
1	NC_032089.1	603130	603732	-	3636863	YKT6	CAALFM_C102860CA	XP_721473.1	200	palmitoyltransferase
1	NC_032089.1	604676	605542	+	3636864	YPT7	CAALFM_C102870WA	XP_721474.1	288	Ypt7p
1	NC_032089.1	605725	606483	-	3636866	MIA40	CAALFM_C102880CA	XP_721476.1	252	Mia40p
1	NC_032089.1	607149	607523	-	3636867	-	CAALFM_C102890CA	XP_721477.1	124	hypothetical protein CAALFM_C102890CA
1	NC_032089.1	607807	609984	-	3636869	-	CAALFM_C102900CA	XP_721479.2	725	mRNA splicing protein
1	NC_032089.1	610205	611635	-	3636829	-	CAALFM_C102910CA	XP_721480.1	476	protein kinase regulatory subunit
1	NC_032089.1	611934	613046	+	3636830	CDC73	CAALFM_C102920WA	XP_721481.2	370	Cdc73p
1	NC_032089.1	613106	614473	-	3636831	MST1	CAALFM_C102930CA	XP_721482.2	455	threonine--tRNA ligase
1	NC_032089.1	614701	615219	-	3636832	-	CAALFM_C102940CA	XP_721483.1	172	hypothetical protein CAALFM_C102940CA
1	NC_032089.1	615467	615844	+	3636833	-	CAALFM_C102950WA	XP_721484.1	125	hypothetical protein CAALFM_C102950WA
1	NC_032089.1	615939	617726	-	3636834	-	CAALFM_C102960CA	XP_721485.1	595	hypothetical protein CAALFM_C102960CA
1	NC_032089.1	618379	619644	+	3636835	-	CAALFM_C102970WA	XP_721486.2	421	hypothetical protein CAALFM_C102970WA
1	NC_032089.1	620103	621131	+	3636836	GOR1	CAALFM_C102980WA	XP_721487.1	342	glyoxylate reductase
1	NC_032089.1	622222	623538	-	3636837	XOG1	CAALFM_C102990CA	XP_721488.2	438	glucan 1,3-beta-glucosidase
1	NC_032089.1	628046	629806	+	3636838	HOL1	CAALFM_C103000WA	XP_721489.2	586	Hol1p
1	NC_032089.1	630193	630513	+	3636839	RPP1A	CAALFM_C103010WA	XP_721490.1	106	ribosomal protein P1A
1	NC_032089.1	631014	631622	-	3636841	RPL13	CAALFM_C103020CA	XP_721492.1	202	ribosomal 60S subunit protein L13A
1	NC_032089.1	632083	632838	+	30514974	RPS16A	CAALFM_C103030WA	XP_019330621.1	142	ribosomal 40S subunit protein S16A
1	NC_032089.1	633766	634524	+	3636842	-	CAALFM_C103040WA	XP_721493.2	252	hypothetical protein CAALFM_C103040WA
1	NC_032089.1	635104	638259	+	3636843	-	CAALFM_C103050WA	XP_721494.2	1051	hypothetical protein CAALFM_C103050WA
1	NC_032089.1	638337	638966	-	3636845	TSR2	CAALFM_C103060CA	XP_721496.1	209	Tsr2p
1	NC_032089.1	639143	641560	-	3636922	ORC1	CAALFM_C103070CA	XP_721498.2	805	origin recognition complex subunit 1
1	NC_032089.1	641962	642642	-	3636923	TEM1	CAALFM_C103080CA	XP_019330622.1	200	Ras family GTPase
1	NC_032089.1	643226	643996	+	3636924	RPS1	CAALFM_C103090WA	XP_721500.1	256	ribosomal 40S subunit protein S1B
1	NC_032089.1	645104	649550	+	3636925	-	CAALFM_C103100WA	XP_019330623.1	1417	hypothetical protein CAALFM_C103100WA
1	NC_032089.1	650064	650956	+	30514975	RPL6	CAALFM_C103110WA	XP_019330624.1	176	ribosomal 60S subunit protein L6B
1	NC_032089.1	651902	653134	+	3636926	-	CAALFM_C103120WA	XP_721502.1	410	hypothetical protein CAALFM_C103120WA
1	NC_032089.1	653447	655201	-	3636928	GGA2	CAALFM_C103130CA	XP_721504.2	584	phosphatidylinositol 4-phosphate-binding protein
1	NC_032089.1	655798	656274	+	3636929	-	CAALFM_C103140WA	XP_721505.1	158	hypothetical protein CAALFM_C103140WA
1	NC_032089.1	656446	657201	-	30514976	-	CAALFM_C103150CA	XP_019330625.1	221	hypothetical protein CAALFM_C103150CA
1	NC_032089.1	657572	658543	-	3636804	COQ4	CAALFM_C103160CA	XP_721506.2	323	ubiquinone biosynthesis protein
1	NC_032089.1	658804	660771	-	3636805	-	CAALFM_C103170CA	XP_721507.2	655	hypothetical protein CAALFM_C103170CA
1	NC_032089.1	660929	661792	+	3636806	-	CAALFM_C103180WA	XP_721508.1	287	lipoyl(octanoyl) transferase
1	NC_032089.1	662177	664336	-	30514977	ECM33	CAALFM_C103190CA	XP_019330626.1	423	Ecm33p
1	NC_032089.1	668763	671960	-	3636808	ARO80	CAALFM_C103200CA	XP_721510.2	1065	Aro80p
1	NC_032089.1	672483	673838	-	3636809	CDC12	CAALFM_C103210CA	XP_019330627.1	397	septin
1	NC_032089.1	675074	675868	-	3636810	BMH1	CAALFM_C103220CA	XP_721512.1	264	14-3-3 family protein
1	NC_032089.1	677396	679090	-	3636811	ARX1	CAALFM_C103230CA	XP_721513.1	564	putative hydrolase
1	NC_032089.1	679785	680210	+	3636895	-	CAALFM_C103240WA	XP_721514.2	141	hypothetical protein CAALFM_C103240WA
1	NC_032089.1	680242	681462	-	3636897	SPP1	CAALFM_C103250CA	XP_721516.1	406	Spp1p
1	NC_032089.1	681644	683680	+	3636898	-	CAALFM_C103260WA	XP_721517.2	678	ssDNA-dependent ATPase
1	NC_032089.1	683901	685105	+	3636900	-	CAALFM_C103270WA	XP_019330628.1	376	putative peptide hydrolase
1	NC_032089.1	685412	686344	+	3636901	-	CAALFM_C103280WA	XP_721520.1	310	mitochondrial 37S ribosomal protein RSM24
1	NC_032089.1	686628	688511	+	3636902	NGG1	CAALFM_C103290WA	XP_721521.1	627	histone acetyltransferase
1	NC_032089.1	688617	690020	-	3636855	MAS1	CAALFM_C103300CA	XP_721524.2	467	Mas1p
1	NC_032089.1	690480	691616	+	3636856	-	CAALFM_C103310WA	XP_721525.2	378	hypothetical protein CAALFM_C103310WA
1	NC_032089.1	691821	693329	-	3636858	EHD3	CAALFM_C103320CA	XP_721527.1	502	Ehd3p
1	NC_032089.1	694143	695732	-	3636859	-	CAALFM_C103330CA	XP_721528.1	529	hypothetical protein CAALFM_C103330CA
1	NC_032089.1	696019	696900	-	3636860	SEC62	CAALFM_C103340CA	XP_721529.1	293	Sec63 complex subunit
1	NC_032089.1	697530	699398	-	3636888	RLI1	CAALFM_C103350CA	XP_721532.1	622	Fe-S cluster-binding ribosome biosynthesis protein
1	NC_032089.1	701716	705948	+	3636889	-	CAALFM_C103360WA	XP_721533.2	1410	chromatin-remodeling ATPase
1	NC_032089.1	706488	708377	+	3636891	-	CAALFM_C103370WA	XP_721535.1	629	polyadenylate-binding protein
1	NC_032089.1	709461	712127	+	3636892	TPS2	CAALFM_C103380WA	XP_721536.1	888	trehalose-phosphatase
1	NC_032089.1	712967	714244	+	3636894	EHT1	CAALFM_C103390WA	XP_721538.2	425	medium-chain fatty acid ethyl ester synthase/esterase
1	NC_032089.1	715541	717490	+	3636904	-	CAALFM_C103400WA	XP_721539.2	649	hypothetical protein CAALFM_C103400WA
1	NC_032089.1	717686	718510	+	3636905	-	CAALFM_C103410WA	XP_721540.2	274	hypothetical protein CAALFM_C103410WA
1	NC_032089.1	719613	720668	+	3636906	-	CAALFM_C103430WA	XP_721541.1	351	triglyceride lipase
1	NC_032089.1	721115	722551	-	3636908	-	CAALFM_C103440CA	XP_721543.1	478	hypothetical protein CAALFM_C103440CA
1	NC_032089.1	723114	726743	-	3636910	-	CAALFM_C103450CA	XP_721545.2	1209	hypothetical protein CAALFM_C103450CA
1	NC_032089.1	727114	730086	-	3636911	-	CAALFM_C103460CA	XP_721546.2	990	hypothetical protein CAALFM_C103460CA
1	NC_032089.1	731029	732438	-	3636912	-	CAALFM_C103470CA	XP_721547.2	469	putative serine/threonine protein kinase
1	NC_032089.1	732768	735644	-	3636913	AGE1	CAALFM_C103480CA	XP_721548.2	958	Age1p
1	NC_032089.1	736791	737672	+	3636914	-	CAALFM_C103490WA	XP_721549.1	293	hypothetical protein CAALFM_C103490WA
1	NC_032089.1	738229	738852	+	3636915	YPT1	CAALFM_C103500WA	XP_721550.1	207	Rab family GTPase
1	NC_032089.1	739135	739680	-	3636916	-	CAALFM_C103510CA	XP_721551.2	181	hypothetical protein CAALFM_C103510CA
1	NC_032089.1	740588	742033	+	3636917	RPN3	CAALFM_C103520WA	XP_721552.2	481	proteasome regulatory particle lid subunit
1	NC_032089.1	742220	743984	+	3636918	MED17	CAALFM_C103530WA	XP_019330629.1	565	Med17p
1	NC_032089.1	744048	744458	-	3636920	-	CAALFM_C103540CA	XP_721555.2	136	hypothetical protein CAALFM_C103540CA
1	NC_032089.1	744891	746333	-	3636878	COQ6	CAALFM_C103550CA	XP_721556.1	480	putative N,N-dimethylaniline monooxygenase
1	NC_032089.1	746720	747754	-	3636879	SUA71	CAALFM_C103560CA	XP_721557.1	344	transcription factor TFIIB
1	NC_032089.1	749095	749193	+	30514980	-	CAALFM_C103580WA	XP_019330630.1	32	hypothetical protein CAALFM_C103580WA
1	NC_032089.1	749583	750410	+	3636880	-	CAALFM_C103600WA	XP_721558.1	275	dolichyl-diphosphooligosaccharide-protein glycotransferase
1	NC_032089.1	750533	751084	-	3636881	IMP1	CAALFM_C103610CA	XP_721559.1	183	endopeptidase catalytic subunit
1	NC_032089.1	751389	752110	-	30514981	-	CAALFM_C103620CA	XP_019330631.1	130	hypothetical protein CAALFM_C103620CA
1	NC_032089.1	752775	756314	+	3636882	-	CAALFM_C103630WA	XP_721560.2	1179	hypothetical protein CAALFM_C103630WA
1	NC_032089.1	756361	757074	-	3636883	HFL1	CAALFM_C103640CA	XP_721561.1	237	DNA polymerase epsilon noncatalytic subunit
1	NC_032089.1	757289	757795	-	3636884	MRPL27	CAALFM_C103650CA	XP_721562.1	168	mitochondrial 54S ribosomal protein YmL27
1	NC_032089.1	758284	758523	+	30514982	-	CAALFM_C103660WA	XP_019330632.1	79	hypothetical protein CAALFM_C103660WA
1	NC_032089.1	758553	759638	-	3636885	DAO1	CAALFM_C103670CA	XP_721563.2	361	Dao1p
1	NC_032089.1	761416	764853	+	3636886	ENG1	CAALFM_C103680WA	XP_721564.1	1145	endo-1,3(4)-beta-glucanase
1	NC_032089.1	765465	766517	+	3648426	-	CAALFM_C103690WA	XP_709975.2	350	hypothetical protein CAALFM_C103690WA
1	NC_032089.1	767067	770930	-	3648218	MSB1	CAALFM_C103710CA	XP_710184.2	1287	Msb1p
1	NC_032089.1	773999	775771	-	3648216	-	CAALFM_C103720CA	XP_710182.2	590	hypothetical protein CAALFM_C103720CA
1	NC_032089.1	776730	778577	-	3644692	MNS1	CAALFM_C103730CA	XP_713641.2	615	mannosyl-oligosaccharide 1,2-alpha-mannosidase
1	NC_032089.1	781112	783955	+	3644691	WAR1	CAALFM_C103740WA	XP_713640.2	947	War1p
1	NC_032089.1	784461	785012	+	3644690	-	CAALFM_C103750WA	XP_713639.1	183	hypothetical protein CAALFM_C103750WA
1	NC_032089.1	785087	786874	-	3644689	STR2	CAALFM_C103760CA	XP_713638.1	595	cystathionine gamma-synthase
1	NC_032089.1	788296	790142	+	3644688	SKO1	CAALFM_C103770WA	XP_019330633.1	578	Sko1p
1	NC_032089.1	790364	793585	-	3644687	HMG1	CAALFM_C103780CA	XP_713636.2	1073	hydroxymethylglutaryl-CoA reductase (NADPH)
1	NC_032089.1	795543	796823	-	3644682	-	CAALFM_C103790CA	XP_713635.1	426	peptidylprolyl isomerase
1	NC_032089.1	797157	798089	+	3644681	RPP1	CAALFM_C103800WA	XP_713634.1	310	RNA-binding RNA processing protein
1	NC_032089.1	798181	799359	-	3644680	ELA1	CAALFM_C103810CA	XP_713633.2	392	elongin A
1	NC_032089.1	801727	802836	+	3644679	PDR16	CAALFM_C103820WA	XP_713632.2	369	phosphatidylinositol transporter
1	NC_032089.1	803002	803994	-	3644678	-	CAALFM_C103830CA	XP_713631.2	330	exosome non-catalytic core subunit
1	NC_032089.1	804198	804467	+	30514984	-	CAALFM_C103840WA	XP_019330634.1	89	hypothetical protein CAALFM_C103840WA
1	NC_032089.1	806466	811433	-	3646406	BNI4	CAALFM_C103860CA	XP_711953.2	1655	Bni4p
1	NC_032089.1	813869	815560	-	3646407	-	CAALFM_C103870CA	XP_711954.2	563	hypothetical protein CAALFM_C103870CA
1	NC_032089.1	820902	821264	-	3646409	-	CAALFM_C103880CA	XP_711956.2	120	hypothetical protein CAALFM_C103880CA
1	NC_032089.1	823543	824613	+	6335419	-	CAALFM_C103890WA	XP_442675.2	356	hypothetical protein CAALFM_C103890WA
1	NC_032089.1	825308	825823	+	3646411	SEN15	CAALFM_C103900WA	XP_711958.2	171	Sen15p
1	NC_032089.1	825919	827970	-	3646412	-	CAALFM_C103910CA	XP_711959.2	683	hypothetical protein CAALFM_C103910CA
1	NC_032089.1	828496	830040	-	3646413	-	CAALFM_C103920CA	XP_711960.2	514	palmitoyltransferase
1	NC_032089.1	830273	831781	+	3646414	-	CAALFM_C103930WA	XP_711961.2	502	hypothetical protein CAALFM_C103930WA
1	NC_032089.1	832111	832620	+	3646415	-	CAALFM_C103940WA	XP_711962.2	169	succinate dehydrogenase membrane anchor subunit
1	NC_032089.1	833227	833766	-	3646417	-	CAALFM_C103950CA	XP_711964.2	179	hypothetical protein CAALFM_C103950CA
1	NC_032089.1	834229	836838	-	3646418	-	CAALFM_C103960CA	XP_711965.2	869	hypothetical protein CAALFM_C103960CA
1	NC_032089.1	838231	838758	+	3646423	SPC19	CAALFM_C103980WA	XP_711967.2	175	Spc19p
1	NC_032089.1	839278	840204	+	3646424	-	CAALFM_C103990WA	XP_711968.2	308	hypothetical protein CAALFM_C103990WA
1	NC_032089.1	840359	841801	-	3646425	KTR4	CAALFM_C104000CA	XP_711969.1	480	putative mannosyltransferase
1	NC_032089.1	842768	843802	-	3646426	-	CAALFM_C104010CA	XP_710017.2	344	hypothetical protein CAALFM_C104010CA
1	NC_032089.1	844770	845783	-	3646427	CSH1	CAALFM_C104020CA	XP_711971.1	337	Csh1p
1	NC_032089.1	846649	848745	+	3646428	-	CAALFM_C104030WA	XP_711972.2	698	aspartate--tRNA ligase
1	NC_032089.1	848808	850970	-	3646429	-	CAALFM_C104040CA	XP_711973.2	720	RNA-binding RNA processing protein
1	NC_032089.1	851796	852227	-	3646420	MFALPHA	CAALFM_C104050CA	XP_711975.1	143	mating pheromone alpha
1	NC_032089.1	853943	855709	+	3644694	IFI3	CAALFM_C104060WA	XP_713643.2	588	Ifi3p
1	NC_032089.1	855857	857047	-	3644695	BET4	CAALFM_C104070CA	XP_019330635.1	368	Rab geranylgeranyltransferase
1	NC_032089.1	857251	857895	+	3644696	MAD2	CAALFM_C104080WA	XP_713645.1	214	spindle checkpoint protein
1	NC_032089.1	857906	859393	-	3644697	-	CAALFM_C104090CA	XP_713646.2	495	hypothetical protein CAALFM_C104090CA
1	NC_032089.1	859621	860469	-	3644698	POR1	CAALFM_C104100CA	XP_713647.1	282	porin
1	NC_032089.1	862034	862951	+	3644699	-	CAALFM_C104110WA	XP_713648.2	305	lysophosphatidic acid acyltransferase
1	NC_032089.1	863013	864074	-	3644701	-	CAALFM_C104120CA	XP_713650.1	353	U2 snRNP complex subunit
1	NC_032089.1	864122	866671	+	3644702	ERB1	CAALFM_C104130WA	XP_713651.2	849	Erb1p
1	NC_032089.1	867380	868414	+	3644703	IFD6	CAALFM_C104140WA	XP_713652.2	344	Ifd6p
1	NC_032089.1	868503	869087	-	3644704	-	CAALFM_C104150CA	XP_713653.1	194	hypothetical protein CAALFM_C104150CA
1	NC_032089.1	869423	870325	-	3644714	-	CAALFM_C104160CA	XP_713654.2	300	putative ADP-ribose 1\'\'-phosphate phosphatase
1	NC_032089.1	870671	871066	-	3644715	HTA2	CAALFM_C104170CA	XP_713655.1	131	histone H2A
1	NC_032089.1	871931	872323	+	3644716	-	CAALFM_C104180WA	XP_713656.1	130	hypothetical protein CAALFM_C104180WA
1	NC_032089.1	872592	873764	-	3644717	-	CAALFM_C104190CA	XP_713657.2	390	hypothetical protein CAALFM_C104190CA
1	NC_032089.1	874582	875391	-	3644718	-	CAALFM_C104200CA	XP_713658.2	269	nucleoporin
1	NC_032089.1	876392	877791	-	3644719	CDC3	CAALFM_C104210CA	XP_019330636.1	428	septin
1	NC_032089.1	878742	879311	-	3644721	-	CAALFM_C104220CA	XP_713661.1	189	hypothetical protein CAALFM_C104220CA
1	NC_032089.1	879636	880616	+	3644722	-	CAALFM_C104230WA	XP_019330637.1	277	proteasome regulatory particle lid subunit
1	NC_032089.1	880940	881257	-	3644705	HHF1	CAALFM_C104240CA	XP_713663.1	105	histone
1	NC_032089.1	882165	882575	+	3644707	HHT21	CAALFM_C104260WA	XP_713665.1	136	Hht21p
1	NC_032089.1	882919	884154	-	3644708	-	CAALFM_C104270CA	XP_713666.2	411	hypothetical protein CAALFM_C104270CA
1	NC_032089.1	884550	885734	-	3644709	-	CAALFM_C104280CA	XP_713667.1	394	GPI-anchor transamidase
1	NC_032089.1	886010	889117	-	3644710	ACS2	CAALFM_C104290CA	XP_019330638.1	676	acetate--CoA ligase
1	NC_032089.1	890373	892310	-	3644711	SSA2	CAALFM_C104300CA	XP_713669.2	645	Hsp70 family chaperone
1	NC_032089.1	892910	893674	-	3644712	GIG1	CAALFM_C104310CA	XP_713670.1	254	Gig1p
1	NC_032089.1	895092	895877	+	3644713	GPM2	CAALFM_C104320WA	XP_713671.1	261	Gpm2p
1	NC_032089.1	897942	899552	+	3644684	RPN4	CAALFM_C104330WA	XP_713673.1	536	stress-regulated transcription factor
1	NC_032089.1	899992	900945	-	3644685	-	CAALFM_C104340CA	XP_713674.2	317	hypothetical protein CAALFM_C104340CA
1	NC_032089.1	901560	903929	-	3647996	-	CAALFM_C104350CA	XP_710411.2	789	hypothetical protein CAALFM_C104350CA
1	NC_032089.1	905274	905525	-	30514985	-	CAALFM_C104360CA	XP_019330639.1	83	hypothetical protein CAALFM_C104360CA
1	NC_032089.1	905958	906560	-	3647994	-	CAALFM_C104370CA	XP_710409.1	200	mitochondrial 37S ribosomal protein RSM18
1	NC_032089.1	907132	908076	+	3647993	SIT4	CAALFM_C104380WA	XP_710408.1	314	type 2A-related serine/threonine-protein phosphatase
1	NC_032089.1	908570	910795	-	3647991	NOP4	CAALFM_C104390CA	XP_710406.2	741	mRNA-binding ribosome biosynthesis protein
1	NC_032089.1	911109	914328	-	3647990	APE2	CAALFM_C104400CA	XP_019330640.1	924	metallo-aminopeptidase
1	NC_032089.1	914539	915072	-	3647989	ESS1	CAALFM_C104410CA	XP_710404.1	177	peptidylprolyl isomerase
1	NC_032089.1	915265	916104	-	3647988	URA6	CAALFM_C104420CA	XP_710403.1	279	bifunctional uridylate/adenylate kinase
1	NC_032089.1	916437	917263	-	30514986	-	CAALFM_C104430CA	XP_019330641.1	253	sepiapterin reductase family protein
1	NC_032089.1	916801	917169	+	3646138	-	CAALFM_C104440WA	XP_710402.1	122	hypothetical protein CAALFM_C104440WA
1	NC_032089.1	917491	918323	-	3647986	FMA1	CAALFM_C104450CA	XP_019330642.1	253	Fma1p
1	NC_032089.1	918745	919554	-	3646140	-	CAALFM_C104460CA	XP_712226.1	269	hypothetical protein CAALFM_C104460CA
1	NC_032089.1	920167	920688	-	3646142	-	CAALFM_C104470CA	XP_712228.1	173	hypothetical protein CAALFM_C104470CA
1	NC_032089.1	921715	925908	-	3646144	TUS1	CAALFM_C104480CA	XP_712230.2	1397	Rho family guanine nucleotide exchange factor
1	NC_032089.1	926875	927996	+	3646145	-	CAALFM_C104490WA	XP_712231.2	373	hypothetical protein CAALFM_C104490WA
1	NC_032089.1	929091	930743	+	3646146	ICL1	CAALFM_C104500WA	XP_712232.1	550	isocitrate lyase 1
1	NC_032089.1	931183	932622	+	3646147	-	CAALFM_C104510WA	XP_712233.1	479	hypothetical protein CAALFM_C104510WA
1	NC_032089.1	932754	933831	-	3646148	PHO85	CAALFM_C104520CA	XP_019330643.1	332	cyclin-dependent serine/threonine-protein kinase
1	NC_032089.1	934147	935706	-	3646149	-	CAALFM_C104530CA	XP_712235.2	519	tRNA (uracil) methyltransferase
1	NC_032089.1	936078	938918	-	3646150	VPS16	CAALFM_C104540CA	XP_712236.2	946	tethering complex subunit
1	NC_032089.1	939165	939467	+	3646151	ELC1	CAALFM_C104550WA	XP_712237.1	100	elongin C
1	NC_032089.1	940013	941746	+	3646130	-	CAALFM_C104560WA	XP_712238.1	577	ubiquitin-protein ligase
1	NC_032089.1	941946	943343	-	3646131	CHL4	CAALFM_C104570CA	XP_712239.2	465	Chl4p
1	NC_032089.1	943640	944467	-	3646132	-	CAALFM_C104580CA	XP_712240.1	275	hypothetical protein CAALFM_C104580CA
1	NC_032089.1	946251	946439	+	30514987	-	CAALFM_C104590WA	XP_019330644.1	62	hypothetical protein CAALFM_C104590WA
1	NC_032089.1	947537	948574	-	3646133	-	CAALFM_C104600CA	XP_712241.2	345	hypothetical protein CAALFM_C104600CA
1	NC_032089.1	949329	951471	+	3646134	ATP1	CAALFM_C104610WA	XP_019330645.1	546	F1F0 ATP synthase subunit alpha
